campus,title,dept,annual_ftr,ftr_basis,frac_fte,amt_from_gen_fund
Ann Arbor,assoc professor,LSA Ecology & Evolutionary Bio,103500,9-Month,1,103500
Ann Arbor,asst professor,Nutritional Sciences,109475,9-Month,1,67053.44
Ann Arbor,leo lecturer i,LSA UG: Curriculum Support,52530,8-Month,1,51939.76
Ann Arbor,professor,LSA Asian Languages & Cultures,110600,9-Month,0.5,55300
Ann Arbor,professor,LSA Linguistics,110600,9-Month,0.5,55300
Ann Arbor,assoc professor,Epidemiology Department,130875,9-Month,0.5,58893.75
Ann Arbor,assoc professor,Nutritional Sciences,130875,9-Month,0.5,65437.5
Ann Arbor,leo lecturer iv,LSA UG: Residential College,65911.16,9-Month,1,65911.16
Ann Arbor,professor,LSA Mathematics,209999.54,9-Month,1,125999.72
Ann Arbor,leo lecturer ii,LSA Sweetland Writing Center,58309.85,8-Month,1,57654.72
Ann Arbor,leo lecturer ii,Stamps School of Art & Design,58525.17,9-Month,1,58525.17
Ann Arbor,asst professor,Int Med-Nephrology,167000,12-Month,0.8,19883.64
Ann Arbor,clinical lecturer,DENT Prosthodontics,130416.64,12-Month,1,130416.64
Ann Arbor,professor,Molec & Integrative Physiology,234838,12-Month,1,134336.73
Ann Arbor,leo lecturer iii,EECS - CSE Division,97850,9-Month,1,97850
Ann Arbor,leo adjunct lecturer,School of Social Work,52544,8-Month,0.08,4338.16
Ann Arbor,professor,LSA Anthropology,131466,9-Month,0.5,65733
Ann Arbor,leo lecturer ii,"School of Music,Theatre&Dance",60705.63,9-Month,0.5,30352.82
Ann Arbor,clinical professor,Law School,115282,12-Month,1,0
Ann Arbor,professor,LSA Psychology,190083.99,9-Month,0.75,135163.97
Ann Arbor,research professor,Michigan Neuroscience Inst,275704,12-Month,0.25,29465.27
Ann Arbor,asst professor,Int Med-General Medicine,195000,12-Month,1,0
Ann Arbor,professor,LSA Earth & Environmental Sci.,124324.31,9-Month,1,124324.31
Ann Arbor,professor,LSA Middle East Studies,117416,9-Month,1,0
Ann Arbor,clinical lecturer,DENT OM Surgery/HD,72100,12-Month,1,72100
Ann Arbor,professor,LSA Linguistics,150666,9-Month,1,150666
Ann Arbor,professor,Orthopaedic Surgery,210000,12-Month,0.5,0
Ann Arbor,asst professor,GSA - Administration (GSA/ADM),220000,12-Month,1,88000
Ann Arbor,professor,G. Ford Sc Pub Pol,205000,9-Month,0.5,102500
Ann Arbor,professor,LSA Political Science,205000,9-Month,0.5,41000
Ann Arbor,leo lecturer ii,LSA Middle East Studies,58291.75,8-Month,1,57636.8
Ann Arbor,professor,LSA Anthropology,131722,9-Month,0.5,65861
Ann Arbor,professor,LSA Psychology,131722,9-Month,0.5,65861
Ann Arbor,professor emeritus/a,Thoracic Surgery Section,221343.05,12-Month,0.1,0
Ann Arbor,leo lecturer i,LSA English Language & Lit.,52530,8-Month,0.33,17308.96
Ann Arbor,professor,LSA Anthropology,159872,9-Month,1,159872
Ann Arbor,adjunct clinical professor,DENT Orthodontics,88641,12-Month,0.2,17728.2
Ann Arbor,professor,Ross School of Business,252500,9-Month,1,170109.25
Ann Arbor,leo intermittent lecturer,SOE-Educational Studies,51000,8-Month,0.25,12606.72
Ann Arbor,asst professor,LSA Political Science,126100,9-Month,1,126100
Ann Arbor,leo lecturer ii,LSA Romance Languages & Lit.,55828.58,9-Month,1,55828.58
Ann Arbor,leo lecturer iv,PHARMACY Medicinal Chemistry,111624.19,12-Month,1,111624.19
Ann Arbor,clinical lecturer,Pathology Department,84619.7,12-Month,1,0
Ann Arbor,clinical professor,CoE Integrative Sys & Design,230227,12-Month,0.2,46045.4
Ann Arbor,clinical professor,CoE Undergraduate Education,230227,12-Month,0.65,149647.55
Ann Arbor,professor,LSA Astronomy,139238,9-Month,1,139238
Ann Arbor,asst professor,School of Nursing,99450,9-Month,1,24862.5
Ann Arbor,asst professor,SOE-Educational Studies,89794.82,9-Month,1,89794.82
Ann Arbor,asst professor,LSA Mathematics,59000,9-Month,1,59000
Ann Arbor,leo lecturer iii,Biomedical Engineering,89385.08,9-Month,1,89385.08
Ann Arbor,professor,LSA Philosophy,191014,9-Month,1,191014
Ann Arbor,leo adjunct lecturer,LSA UG: Curriculum Support,51000,8-Month,0.33,16804.8
Ann Arbor,asst professor,LSA Psychology,87019.26,9-Month,1,87019.26
Ann Arbor,clinical professor,DENT Periodontics and Oral Med,163381,12-Month,1,101296.22
Ann Arbor,leo lecturer i,LSA Earth & Environmental Sci.,52530,8-Month,0.33,17308.96
Ann Arbor,leo lecturer i,Program in the Environment,54289.19,8-Month,0.66,35790.64
Ann Arbor,asst professor,"School of Music,Theatre&Dance",80015.04,9-Month,1,80015.04
Ann Arbor,professor,Stamps School of Art & Design,153375,9-Month,1,153375
Ann Arbor,leo lecturer iv,LSA Mathematics,75174.37,9-Month,1,75174.37
Ann Arbor,asst professor,School of Social Work,100749.38,9-Month,1,100749.38
Ann Arbor,professor,Law School,246241,9-Month,1,61560.25
Ann Arbor,asst professor,Industrial & Operations Engin,107500,9-Month,1,107500
Ann Arbor,professor,Int Med-Cardiology,171191,12-Month,1,0
Ann Arbor,assoc professor,COE EECS - ECE Division,125078,9-Month,1,125078
Ann Arbor,leo intermittent lecturer,Sch for Environ and Sustain,68703.86,8-Month,0.56,38041.84
Ann Arbor,asst professor,LSA Mathematics,62000,9-Month,1,29735.2
Ann Arbor,professor,LSA Astronomy,160000,9-Month,1,160000
Ann Arbor,asst professor,LSA Mathematics,59476,9-Month,1,29738
Ann Arbor,professor,LSA Psychology,126742.5,9-Month,1,126742.5
Ann Arbor,asst professor,LSA Economics,168500,9-Month,1,168500
Ann Arbor,leo lecturer ii,LSA English Language & Lit.,58309.85,9-Month,0.33,19242.25
Ann Arbor,leo lecturer ii,LSA Sweetland Writing Center,58309.86,9-Month,0.67,39067.61
Ann Arbor,leo lecturer iv,LSA Classical Studies,75200.64,9-Month,1,75200.64
Ann Arbor,professor emeritus/a,LSA Physics,135954.72,8-Month,0.5,0
Ann Arbor,professor,Aerospace Engineering,161019,9-Month,1,161019
Ann Arbor,leo lecturer iii,Civil & Environmental Engr,89739,9-Month,1,89739
Ann Arbor,asst professor,LSA Mathematics,60000,9-Month,1,29160
Ann Arbor,professor,Naval Arch & Marine Dept,206126,9-Month,1,206126
Ann Arbor,professor,Aerospace Engineering,202535,9-Month,1,81014
Ann Arbor,professor,Int Med-General Medicine,225000,12-Month,0.12,439.98
Ann Arbor,professor,"School of Music,Theatre&Dance",147680.2,9-Month,1,147680.2
Ann Arbor,assoc professor,LSA American Culture,94300,9-Month,0.5,47150
Ann Arbor,assoc professor,LSA History,94300,9-Month,0.5,47150
Ann Arbor,professor,LSA Psychology,245000,9-Month,1,217952
Ann Arbor,professor,EECS - CSE Division,165000,9-Month,0.25,0
Ann Arbor,professor,"LSA Film,Television,and Media",109100,9-Month,1,109100
Ann Arbor,leo lecturer i,School of Nursing,51000,8-Month,0.5,25213.52
Ann Arbor,asst professor,LSA Mathematics,59476,9-Month,0.49,29476
Ann Arbor,leo lecturer iv,LSA UG: Residential College,77425.74,9-Month,1,77425.74
Ann Arbor,assoc professor,Ophthalmology & Visual Science,206356.57,12-Month,0.88,10156.61
Ann Arbor,leo lecturer iv,School of Information,101607,9-Month,1,101607
Ann Arbor,asst professor,LSA Sociology,98900,9-Month,1,98900
Ann Arbor,leo lecturer ii,LSA Romance Languages & Lit.,55828.58,9-Month,1,55828.58
Ann Arbor,clinical lecturer,Int Med-Gastroenterology,90000,12-Month,1,0
Ann Arbor,professor,LSA Mathematics,200000,9-Month,1,0
Ann Arbor,professor,COE EECS - ECE Division,277000,9-Month,1,138500
Ann Arbor,assoc professor,Ross School of Business,226500,9-Month,1,226500
Ann Arbor,leo adjunct lecturer,LSA UG: Curriculum Support,52530,8-Month,0.11,5765.28
Ann Arbor,clinical professor,Dermatology Department,216689.34,12-Month,1,0
Ann Arbor,asst professor,Ophthalmology & Visual Science,195000,12-Month,1,0
Ann Arbor,asst professor,Anesthesiology Department,205000,12-Month,1,0
Ann Arbor,professor,Nuclear Eng & Radiological Sci,175623,9-Month,0.5,87811.5
Ann Arbor,assoc professor,Human Genetics Department,140907.72,12-Month,0.9,58477.83
Ann Arbor,professor,Psychiatry Department,220000,12-Month,1,15400
Ann Arbor,leo intermittent lecturer,Law School,227084.38,8-Month,0.1,22453.28
Ann Arbor,professor,Sch for Environ and Sustain,211008.04,9-Month,0.5,105504.02
Ann Arbor,assoc professor,LSA Mathematics,127287,9-Month,1,127287
Ann Arbor,professor,Orthopaedic Surgery,210000,12-Month,0.3,0
Ann Arbor,clinical lecturer,Dermatology Department,150000,12-Month,1,0
Ann Arbor,professor,Int Med-General Medicine,225000,12-Month,0.15,0
Ann Arbor,professor,LSA Romance Languages & Lit.,121848,9-Month,1,121848
Ann Arbor,leo lecturer i,School of Nursing,52530,8-Month,0.33,17308.96
Ann Arbor,leo adjunct lecturer,School of Kinesiology,52530,8-Month,0.5,25969.92
Ann Arbor,research associate professor,SRC - Aging&Biopsychosoc Innov,200000,12-Month,1,0
Ann Arbor,asst professor,Pharmacology Department,113300,12-Month,1,84975
Ann Arbor,professor,LSA History of Art,133254,9-Month,1,133254
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",91916.71,9-Month,1,91916.71
Ann Arbor,asst professor,Int Med-Gastroenterology,225000,12-Month,1,68751
Ann Arbor,assoc professor,LSA Chemistry,106691,9-Month,1,106691
Ann Arbor,clinical professor,Int Med-Nephrology,225000,12-Month,0.83,5560.31
Ann Arbor,leo lecturer ii,SMTD Department of Dance,64823.14,8-Month,0.25,16023.76
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",63000,12-Month,0.1,6300
Ann Arbor,professor,COE EECS - ECE Division,206500,9-Month,1,103250
Ann Arbor,leo adjunct professor,School of Social Work,89616,8-Month,0.5,44304.56
Ann Arbor,assoc professor,Department of Pediatrics,141888,12-Month,1,2837.76
Ann Arbor,asst professor,LSA Economics,155500,9-Month,1,155500
Ann Arbor,professor,LSA Mathematics,161054,9-Month,1,161054
Ann Arbor,clinical lecturer,Family Medicine,96500,12-Month,1,0
Ann Arbor,professor,LSA Economics,252000,9-Month,0.5,126000
Ann Arbor,assoc professor,Sch for Environ and Sustain,97850,9-Month,0.5,48925
Ann Arbor,professor,LSA Mathematics,213000,9-Month,1,213000
Ann Arbor,research asst professor,School of Nursing,112500,12-Month,0.37,42187.5
Ann Arbor,professor,Urology,245000,12-Month,0.6,0
Ann Arbor,clinical professor,Department of Radiology,200000,12-Month,1,0
Ann Arbor,clinical lecturer,Int Med-Gastroenterology,225000,12-Month,1,0
Ann Arbor,assoc professor,LSA Sociology,141900,9-Month,1,141900
Ann Arbor,professor,Psychiatry Department,226038,12-Month,0.58,74291.82
Ann Arbor,professor,LSA Earth & Environmental Sci.,203679.53,9-Month,1,0
Ann Arbor,leo lecturer ii,SOE- Teacher Education,67550.06,8-Month,0.2,13358.24
Ann Arbor,leo lecturer i,LSA Romance Languages & Lit.,51000,8-Month,1,50426.96
Ann Arbor,professor,LSA Middle East Studies,109088,9-Month,1,109088
Ann Arbor,leo lecturer i,"School of Music,Theatre&Dance",52530,8-Month,0.25,12984.96
Ann Arbor,asst professor,EECS - CSE Division,120000,9-Month,1,120000
Ann Arbor,professor,Mechanical Engineering,178271,9-Month,1,178271
Ann Arbor,professor,Biostatistics Department,241950,9-Month,1,68413.78
Ann Arbor,clinical professor,SOE- Teacher Education,156894.61,12-Month,1,156894.61
Ann Arbor,leo lecturer iv,LSA UG: English Language Inst,68487.86,9-Month,1,68487.86
Ann Arbor,adjunct clin asst professor,DENT Prosthodontics,67932.05,12-Month,0.2,13586.41
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",67932.05,12-Month,0.2,13586.41
Ann Arbor,professor,Int Med-Cardiology,225000,12-Month,1,0
Ann Arbor,professor,Department of Radiology,203744,12-Month,0.5,0
Ann Arbor,assoc professor,Anesthesiology Department,177000,12-Month,0.56,4043.65
Ann Arbor,professor,LSA DAAS,104145,9-Month,1,104145
Ann Arbor,professor,LSA Psychology,143502.77,9-Month,1,143502.77
Ann Arbor,leo lecturer ii,LSA Mathematics,71896.15,8-Month,1,71088.4
Ann Arbor,asst professor,LSA Women's and Gender Studies,82000,9-Month,1,82000
Ann Arbor,leo lecturer iii,LSA Linguistics: Weinberg ICS,64890,9-Month,1,64890
Ann Arbor,professor,Cardiac Surgery,220000,12-Month,0.8,0
Ann Arbor,assoc professor,Psychiatry Department,158000,12-Month,1,21709.2
Ann Arbor,leo lecturer ii,LSA Slavic Languages & Lit.,58403.06,8-Month,1,57746.88
Ann Arbor,assoc professor,Biostatistics Department,117000,9-Month,1,19492.2
Ann Arbor,leo intermittent lecturer,"School of Music,Theatre&Dance",230827.36,8-Month,0.13,31781.52
Ann Arbor,assoc professor,Anesthesiology Department,132222,12-Month,0.5,0
Ann Arbor,professor,LSA Mathematics,141898.18,9-Month,0.5,70949.09
Ann Arbor,professor,LSA Mathematics,185748.95,9-Month,1,185748.95
Ann Arbor,professor,"School of Music,Theatre&Dance",118924.01,12-Month,1,60651.25
Ann Arbor,clinical professor,CoE Integrative Sys & Design,218829,12-Month,1,218829
Ann Arbor,professor,LSA Economics,297500,9-Month,1,193375
Ann Arbor,assoc professor,Mechanical Engineering,137256,9-Month,1,137256
Ann Arbor,asst professor,LSA American Culture,83086,9-Month,1,39091.96
Ann Arbor,assoc professor,Molec & Integrative Physiology,113605.2,12-Month,1,109288.2
Ann Arbor,leo lecturer iii,School of Information,148959,9-Month,1,148959
Ann Arbor,asst professor,School of Social Work,99346.25,9-Month,1,69542.38
Ann Arbor,professor,Coll of Arch & Urban Planning,133462,9-Month,1,133462
Ann Arbor,clinical professor,PHARMACY Clinical Pharmacy,159443,12-Month,0.6,63777.52
Ann Arbor,clinical professor,"DENTCariology,Restor Sci &Endo",168860,12-Month,0.8,89495.8
Ann Arbor,assoc professor,"DENTCariology,Restor Sci &Endo",167189.86,12-Month,1,117032.9
Ann Arbor,research professor,Climate and Space Sciences Eng,170566,12-Month,0.8,136452.8
Ann Arbor,professor,Epidemiology Department,220900,9-Month,0.5,40426.91
Ann Arbor,leo lecturer ii,Program in the Environment,105903.84,8-Month,0.5,52356.96
Ann Arbor,professor,LSA Economics,278500,9-Month,0.5,139250
Ann Arbor,research professor,Population Studies Center,289852,9-Month,0.16,0
Ann Arbor,leo intermittent lecturer,School of Social Work,52544,8-Month,0.5,25976.8
Ann Arbor,asst professor,LSA Sociology,92450,9-Month,1,92450
Ann Arbor,professor,Cardiac Surgery,220000,12-Month,0.6,0
Ann Arbor,leo lecturer iv,CoE Undergraduate Education,74646.47,9-Month,1,74646.47
Ann Arbor,professor,SOE-CSHPE,180191.59,9-Month,0.5,90095.8
Ann Arbor,professor emeritus/a,School of Nursing,276794.66,12-Month,1,79495.43
Ann Arbor,assoc professor,Comp Med and Bioinformatics,165000,12-Month,1,136950
Ann Arbor,clinical professor,DENT Pediatric,154637.75,12-Month,0.8,61081.91
Ann Arbor,professor,Industrial & Operations Engin,160212,9-Month,1,160212
Ann Arbor,professor,LSA Political Science,173035,9-Month,1,173035
Ann Arbor,clinical professor,Pediatrics-Cardiology,207121,12-Month,1,2071.21
Ann Arbor,professor,Int Med-Infectious Diseases,225000,12-Month,0.5,0
Ann Arbor,clinical lecturer,Int Med-Gastroenterology,205000,12-Month,1,53759.2
Ann Arbor,adjunct clinical lecturer,DENT Dental Hygiene,50200,12-Month,0.2,10040
Ann Arbor,leo lecturer iii,LSA Sweetland Writing Center,54899,9-Month,1,54899
Ann Arbor,leo intermittent lecturer,LSA UG: Residential College,52530,8-Month,0.66,34630.88
Ann Arbor,leo lecturer iv,LSA English Language & Lit.,73014.7,9-Month,0.67,48919.85
Ann Arbor,leo lecturer iv,LSA Sweetland Writing Center,73014.74,9-Month,0.33,24094.87
Ann Arbor,clinical lecturer,Int Med-Cardiology,180000,12-Month,1,0
Ann Arbor,professor,LSA Political Science,181694,9-Month,1,181694
Ann Arbor,asst professor,LSA Psychology,87019.26,9-Month,1,82180.99
Ann Arbor,professor,LSA English Language & Lit.,139433,9-Month,1,139433
Ann Arbor,professor,Biostatistics Department,161600,9-Month,1,65315.49
Ann Arbor,leo lecturer i,LSA Women's and Gender Studies,51000,8-Month,0.33,16804.8
Ann Arbor,clinical professor,Pediatrics-Adolescent Medicine,216429,12-Month,1,2164.29
Ann Arbor,research asst professor,Pathology Department,74357,12-Month,1,0
Ann Arbor,professor,LSA Astronomy,154750,9-Month,1,147012.5
Ann Arbor,leo lecturer iv,EECS - CSE Division,147747.95,9-Month,1,147747.95
Ann Arbor,professor,Mechanical Engineering,190500,9-Month,0.5,85725
Ann Arbor,assoc professor,LSA Linguistics,94698,9-Month,1,94698
Ann Arbor,professor,Int Med-Hematology/Oncology,225000,12-Month,1,19388.25
Ann Arbor,asst professor,Otorhinolaryngology Department,143253,12-Month,1,0
Ann Arbor,assoc professor,Otorhinolaryngology Department,220000,12-Month,1,0
Ann Arbor,leo intermittent lecturer,School of Information,87206,8-Month,0.25,21556.56
Ann Arbor,asst professor,School of Information,125000,9-Month,1,125000
Ann Arbor,asst professor,LSA Asian Languages & Cultures,79000,9-Month,1,79000
Ann Arbor,professor,LSA History,198400,9-Month,1,119040
Ann Arbor,asst professor,Nutritional Sciences,109000,9-Month,1,81750
Ann Arbor,asst professor,LSA Chemistry,89378,9-Month,1,89378
Ann Arbor,leo lecturer ii,Stamps School of Art & Design,69105.51,8-Month,1,68329.04
Ann Arbor,asst professor,LSA Asian Languages & Cultures,82860,9-Month,1,82860
Ann Arbor,leo lecturer i,Sch for Environ and Sustain,60213.72,8-Month,0.56,33719.68
Ann Arbor,leo adjunct lecturer,SMTD Department of Theatre,53688.72,9-Month,0.35,18791.05
Ann Arbor,asst professor,SMTD Department of Dance,73990.83,9-Month,1,73990.83
Ann Arbor,professor,Anesthesiology Department,96145,12-Month,1,0
Ann Arbor,asst professor,Int Med-Cardiology,110000,12-Month,0.1,0
Ann Arbor,asst professor,Pharmacology Department,110000,12-Month,0.9,77000.22
Ann Arbor,professor,School of Kinesiology,176292,9-Month,0.75,100129.45
Ann Arbor,clinical professor,Law School,112309,12-Month,1,0
Ann Arbor,professor,LSA Biophysics,214806,9-Month,0.5,51533.03
Ann Arbor,professor,LSA Chemistry,214806,9-Month,0.5,51533.03
Ann Arbor,asst professor,School of Information,132500,9-Month,1,132500
Ann Arbor,professor,Ross School of Business,152300,9-Month,1,152300
Ann Arbor,assoc professor,LSA Asian Languages & Cultures,100750,9-Month,1,100750
Ann Arbor,professor emeritus/a,Int Med-Nephrology,180000,12-Month,0.1,0
Ann Arbor,leo lecturer iii,Ross School of Business,98105.44,9-Month,0.5,49052.72
Ann Arbor,leo adjunct lecturer,Epidemiology Department,54720,8-Month,0.25,13526.32
Ann Arbor,professor,Psychiatry Department,220000,12-Month,0.07,4399.93
Ann Arbor,assoc professor,LSA Comparative Literature,101058,9-Month,0.5,50529
Ann Arbor,assoc professor,LSA UG: Residential College,101058,9-Month,0.5,50529
Ann Arbor,professor,LSA Economics,283600,12-Month,0.5,141800
Ann Arbor,research professor,SRC-Psid,308479,12-Month,0.5,0
Ann Arbor,leo lecturer iv,Ross School of Business,208941.78,12-Month,0.66,139311.93
Ann Arbor,professor,Plastic Surgery Section,220000,12-Month,1,0
Ann Arbor,professor,Neurology Department,220000,12-Month,1,0
Ann Arbor,leo lecturer iii,Molec & Integrative Physiology,69525,12-Month,1,69525
Ann Arbor,professor,LSA Asian Languages & Cultures,110000,9-Month,1,110000
Ann Arbor,professor emeritus/a,Biostatistics Department,183135.33,12-Month,0.62,0
Ann Arbor,assoc professor,School of Kinesiology,141278.34,9-Month,1,141278.34
Ann Arbor,asst professor,Anesthesiology Department,185000,12-Month,1,0
Ann Arbor,asst professor,LSA Economics,163400,9-Month,1,163400
Ann Arbor,assoc professor,LSA Complex Systems,161350,9-Month,0.5,80675
Ann Arbor,assoc professor,LSA Sociology,161350,9-Month,0.5,80675
Ann Arbor,leo lecturer ii,SOE- Teacher Education,58291.76,8-Month,0.2,11527.36
Ann Arbor,asst professor,Stamps School of Art & Design,95712.75,9-Month,1,95712.75
Ann Arbor,professor,Anesthesiology Department,234250,12-Month,1,3865.13
Ann Arbor,leo lecturer ii,LSA English Language & Lit.,56100,9-Month,1,56100
Ann Arbor,assoc professor,Biomedical Engineering - MS,143550,12-Month,1,88283.25
Ann Arbor,professor,School of Nursing,158241.2,9-Month,1,74257.85
Ann Arbor,leo lecturer i,School of Social Work,52544,8-Month,0.5,25976.8
Ann Arbor,leo lecturer iv,Division of Anatomical Science,154500,12-Month,0.9,132097.5
Ann Arbor,professor,Plastic Surgery Section,220000,12-Month,1,11000
Ann Arbor,leo intermittent lecturer,Law School,191011.32,8-Month,0.3,56659.52
Ann Arbor,leo lecturer ii,LSA English Language & Lit.,56100,9-Month,1,56100
